Rk,Squad,Comp,# Pl,Age,Poss,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Season,Rk_against,Comp_against,# Pl_against,Age_against,Poss_against,MP_against,Starts_against,Min_against,90s_against,Gls_against,Ast_against,G+A_against,G-PK_against,PK_against,PKatt_against,CrdY_against,CrdR_against,xG_against,npxG_against,xAG_against,npxG+xAG_against,PrgC_against,PrgP_against,Gls.1_against,Ast.1_against,G+A.1_against,G-PK.1_against,G+A-PK_against,xG.1_against,xAG.1_against,xG+xAG_against,npxG.1_against,npxG+xAG.1_against,Season_against,Squad_Season,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Sh_against,SoT_against,SoT%_against,Sh/90_against,SoT/90_against,G/Sh_against,G/SoT_against,Dist_against,FK_against,npxG/Sh_against,G-xG_against,np:G-xG_against,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Cmp_against,Att_against,Cmp%_against,TotDist_against,PrgDist_against,Cmp.1_against,Att.1_against,Cmp%.1_against,Cmp.2_against,Att.2_against,Cmp%.2_against,Cmp.3_against,Att.3_against,Cmp%.3_against,xA_against,A-xAG_against,KP_against,1/3_against,PPA_against,CrsPA_against,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,Live_against,Dead_against,TB_against,Sw_against,Crs_against,TI_against,CK_against,In_against,Out_against,Str_against,Off_against,Blocks_against,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,SCA_against,SCA90_against,PassLive_against,PassDead_against,TO_against,Fld_against,Def_against,GCA_against,GCA90_against,PassLive.1_against,PassDead.1_against,TO.1_against,Sh.1_against,Fld.1_against,Def.1_against,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Tkl_against,TklW_against,Def 3rd_against,Mid 3rd_against,Att 3rd_against,Tkl.1_against,Tkl%_against,Lost_against,Pass_against,Int_against,Tkl+Int_against,Clr_against,Err_against,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,PrgR,Touches_against,Def Pen_against,Att Pen_against,Succ_against,Succ%_against,Tkld_against,Tkld%_against,Carries_against,CPA_against,Mis_against,Dis_against,Rec_against,PrgR_against,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,onxG,onxGA,xG+/-,xG+/-90,Mn/MP_against,Min%_against,Mn/Start_against,Compl_against,Subs_against,Mn/Sub_against,unSub_against,PPM_against,onG_against,onGA_against,+/-_against,+/-90_against,onxG_against,onxGA_against,xG+/-_against,xG+/-90_against,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%,2CrdY_against,Fls_against,PKwon_against,PKcon_against,OG_against,Recov_against,Won_against,Won%_against
56,Mainz 05,de Bundesliga,16,27.7,53.0,1,11,90,1.0,1,0,1,1,0,2,5,0,2.3,0.7,0.5,1.2,11,38,1.0,0.0,1.0,1.0,1.0,2.29,0.47,2.76,0.72,1.18,2024,56,de Bundesliga,16,28.1,47.0,1,11,90,1.0,4,4,8,4,0,0,1,0,1.9,1.9,1.6,3.5,5,27,4.0,4.0,8.0,4.0,8.0,1.91,1.58,3.49,1.91,3.49,2024,Mainz 05_2024,8,1,12.5,8.0,1.0,0.13,1.0,18.5,0,0.09,-1.3,0.3,11,6,54.5,11.0,6.0,0.36,0.67,14.8,2,0.17,2.1,2.1,358,475,75.4,6659,2257,142,174,81.6,164,203,80.8,43,77,55.8,1.1,-0.5,5,29,7,2,305,417,73.1,6325,2567,97,125,77.6,162,190,85.3,43,90,47.8,1.1,2.4,7,19,7,4,434,41,0,2,17,20,1,1,0,0,0,9,367,49,1,0,15,23,3,0,2,0,1,7,17,17.0,14,0,0,1,1,1,1.0,1,0,0,0,0,0,21,21.0,12,3,1,2,1,8,8.0,7,0,1,0,0,0,13,9,7,4,2,7,70.0,3,7,14,27,11,0,7,3,3,3,1,2,66.7,1,7,4,11,21,0,570,32,18,1,33.3,2,66.7,359,1,18,5,355,38,511,69,17,3,25.0,7,58.3,303,3,11,6,301,26,90,100,81,6,5,20,4,0.0,1,4,-3,-3.0,2.3,1.9,0.4,0.39,90,100,81,6,5,20,4,3.0,4,1,3,3.0,1.9,2.3,-0.4,-0.39,0,16,1,0,0,46,25,42.4,0,15,0,2,0,45,34,57.6
57,Mallorca,es La Liga,16,28.8,36.0,2,22,180,2.0,1,1,2,1,0,1,4,0,1.9,1.2,1.1,2.4,38,47,0.5,0.5,1.0,0.5,1.0,0.96,0.57,1.53,0.62,1.19,2024,57,es La Liga,16,27.2,64.0,2,22,180,2.0,2,0,2,1,1,1,7,0,2.7,2.0,1.1,3.0,30,83,1.0,0.0,1.0,0.5,0.5,1.37,0.53,1.9,0.98,1.51,2024,Mallorca_2024,18,3,16.7,9.0,1.5,0.06,0.33,18.6,0,0.07,-0.9,-0.2,19,4,21.1,9.5,2.0,0.05,0.25,18.3,0,0.11,-0.7,-1.0,490,672,72.9,9804,3971,205,246,83.3,193,245,78.8,80,140,57.1,1.2,-0.1,13,45,9,3,1028,1190,86.4,15788,5384,594,625,95.0,351,403,87.1,60,113,53.1,1.5,-1.1,14,68,17,4,579,81,3,7,45,33,12,5,5,0,12,11,1077,111,3,4,20,42,8,3,0,0,2,10,35,17.5,22,7,1,2,1,1,0.5,0,1,0,0,0,0,36,18.0,31,1,1,1,1,3,1.5,1,0,0,1,1,0,52,33,19,26,7,22,56.4,17,7,21,73,24,1,29,16,14,13,2,11,57.9,8,9,12,41,45,0,862,100,33,8,33.3,11,45.8,476,5,25,18,481,46,1400,113,33,17,40.5,22,52.4,899,8,26,30,1018,83,90,100,75,12,10,34,14,0.5,1,2,-1,-0.5,1.9,2.7,-0.8,-0.41,90,100,75,12,10,34,15,2.0,2,1,1,0.5,2.7,1.9,0.8,0.41,0,34,1,1,0,93,30,54.5,0,22,1,1,0,85,25,45.5
58,Manchester City,eng Premier League,18,26.7,62.0,2,22,180,2.0,4,3,7,4,0,0,1,0,2.9,2.9,2.3,5.2,37,70,2.0,1.5,3.5,2.0,3.5,1.47,1.14,2.61,1.47,2.61,2024,58,eng Premier League,18,25.8,38.0,2,22,180,2.0,0,0,0,0,0,0,5,1,0.6,0.6,0.6,1.2,28,45,0.0,0.0,0.0,0.0,0.0,0.31,0.29,0.6,0.31,0.6,2024,Manchester City_2024,31,12,38.7,15.5,6.0,0.13,0.33,15.7,0,0.1,1.1,1.1,13,2,15.4,6.5,1.0,0.0,0.0,17.8,0,0.05,-0.6,-0.6,1287,1454,88.5,20945,6183,668,705,94.8,486,540,90.0,89,142,62.7,2.1,0.7,27,71,17,2,745,900,82.8,13316,4413,335,370,90.5,309,343,90.1,88,143,61.5,0.5,-0.6,12,41,10,1,1374,78,11,5,22,32,8,1,4,0,2,11,821,75,0,9,12,27,6,2,3,0,4,14,56,28.0,44,4,2,3,0,7,3.5,6,0,0,1,0,0,24,12.0,20,1,2,0,1,0,0.0,0,0,0,0,0,0,28,19,14,11,3,16,66.7,8,13,8,36,17,3,22,12,8,11,3,8,32.0,17,11,14,36,27,0,1623,140,44,17,58.6,8,27.6,992,12,20,14,1259,70,1078,164,32,8,30.8,16,61.5,636,8,28,12,742,45,90,100,85,17,5,21,13,3.0,4,0,4,2.0,2.9,0.6,2.3,1.17,90,100,85,17,5,21,8,0.0,0,4,-4,-2.0,0.6,2.9,-2.3,-1.17,0,21,0,0,0,108,16,45.7,0,22,0,0,0,93,19,54.3
59,Manchester Utd,eng Premier League,18,26.8,48.0,2,22,180,2.0,1,1,2,1,0,0,5,0,4.3,4.3,4.0,8.3,44,98,0.5,0.5,1.0,0.5,1.0,2.13,2.0,4.13,2.13,4.13,2024,59,eng Premier League,18,26.2,52.0,2,22,180,2.0,1,0,1,1,0,0,4,0,4.0,4.0,3.0,6.9,59,74,0.5,0.0,0.5,0.5,0.5,1.98,1.49,3.47,1.98,3.47,2024,Manchester Utd_2024,37,8,21.6,18.5,4.0,0.03,0.13,15.3,1,0.12,-3.3,-3.3,40,12,30.0,20.0,6.0,0.03,0.08,14.7,0,0.1,-3.0,-3.0,762,945,80.6,12624,4542,384,438,87.7,287,326,88.0,68,125,54.4,3.1,-3.0,32,62,25,1,846,1036,81.7,13874,5250,407,449,90.6,338,395,85.6,67,113,59.3,2.9,-3.0,32,55,27,7,854,86,7,8,31,32,14,0,10,0,5,17,937,95,5,7,39,34,12,7,4,0,4,28,67,33.5,47,7,2,3,3,2,1.0,2,0,0,0,0,0,72,36.0,47,6,8,4,3,2,1.0,2,0,0,0,0,0,40,22,16,18,6,22,37.9,36,26,16,56,39,0,38,19,27,8,3,19,47.5,21,16,23,61,40,0,1227,162,67,21,46.7,19,42.2,716,21,36,19,750,97,1309,193,80,36,56.3,22,34.4,789,14,39,18,827,73,90,100,81,12,10,20,8,1.5,1,2,-1,-0.5,4.3,4.0,0.3,0.15,90,100,81,12,10,20,9,1.5,2,1,1,0.5,4.0,4.3,-0.3,-0.15,0,23,0,0,1,123,17,45.9,0,19,0,0,0,118,20,54.1
60,Marseille,fr Ligue 1,18,27.2,49.5,2,22,180,2.0,4,4,8,4,0,0,3,0,3.0,3.0,2.5,5.5,47,89,2.0,2.0,4.0,2.0,4.0,1.48,1.25,2.73,1.48,2.73,2024,60,fr Ligue 1,18,26.4,50.5,2,22,180,2.0,3,3,6,3,0,0,6,1,1.2,1.2,1.1,2.3,28,67,1.5,1.5,3.0,1.5,3.0,0.62,0.54,1.16,0.62,1.16,2024,Marseille_2024,36,9,25.0,18.0,4.5,0.11,0.44,15.9,2,0.08,1.0,1.0,21,9,42.9,10.5,4.5,0.14,0.33,20.2,0,0.06,1.8,1.8,691,879,78.6,12675,4385,269,303,88.8,325,375,86.7,77,143,53.8,2.0,1.5,30,73,19,9,687,888,77.4,13394,4601,242,304,79.6,343,391,87.7,87,156,55.8,0.8,1.9,14,53,11,5,767,107,3,6,50,35,19,2,15,0,5,19,770,114,2,8,40,48,14,6,8,0,4,23,66,33.0,42,7,7,5,0,7,3.5,5,0,1,1,0,0,35,17.5,28,2,3,1,0,5,2.5,4,1,0,0,0,0,26,17,10,13,3,15,50.0,15,21,23,49,51,1,30,19,13,11,6,12,40.0,18,17,21,51,49,0,1124,106,55,18,54.5,12,36.4,766,12,36,18,684,89,1122,128,30,15,48.4,15,48.4,758,5,38,11,683,66,90,100,81,13,9,22,9,2.0,4,3,1,0.5,3.0,1.2,1.7,0.86,90,100,81,13,9,22,9,0.5,3,4,-1,-0.5,1.2,3.0,-1.7,-0.86,0,16,0,0,0,105,32,60.4,0,31,0,0,0,93,21,39.6
61,Metz,fr Ligue 1,17,26.9,36.5,2,22,180,2.0,3,3,6,3,0,0,5,1,0.9,0.9,0.8,1.7,20,51,1.5,1.5,3.0,1.5,3.0,0.46,0.39,0.85,0.46,0.85,2024,61,fr Ligue 1,17,26.2,63.5,2,22,180,2.0,7,3,10,7,0,0,2,0,6.0,6.0,3.7,9.6,59,115,3.5,1.5,5.0,3.5,5.0,2.98,1.83,4.81,2.98,4.81,2024,Metz_2024,19,8,42.1,9.5,4.0,0.16,0.38,19.1,0,0.05,2.1,2.1,51,19,37.3,25.5,9.5,0.14,0.37,15.5,2,0.12,1.0,1.0,561,727,77.2,11166,4214,203,239,84.9,263,312,84.3,77,141,54.6,0.7,2.2,16,48,7,3,1107,1271,87.1,19302,5897,479,521,91.9,501,552,90.8,98,141,69.5,3.2,-0.7,40,100,22,9,624,99,1,10,33,38,8,4,4,0,4,19,1177,91,2,7,46,34,14,3,9,0,3,13,35,17.5,24,5,2,1,0,5,2.5,4,1,0,0,0,0,92,46.0,66,5,8,4,1,9,4.5,4,0,0,5,0,0,31,15,13,8,10,10,27.0,27,13,23,54,48,0,29,18,13,11,5,22,61.1,14,17,14,43,36,1,977,134,26,14,36.8,22,57.9,650,6,37,7,558,51,1511,102,79,27,69.2,10,25.6,1171,19,38,21,1097,113,90,100,83,12,9,13,9,0.5,3,7,-4,-2.0,0.9,6.0,-5.0,-2.52,90,100,83,12,9,13,9,2.0,7,3,4,2.0,6.0,0.9,5.0,2.52,0,25,0,0,0,95,14,35.0,0,16,0,0,0,108,26,65.0
62,Milan,it Serie A,16,26.7,47.0,1,11,90,1.0,2,2,4,2,0,0,2,0,0.9,0.9,0.9,1.8,14,35,2.0,2.0,4.0,2.0,4.0,0.9,0.9,1.79,0.9,1.79,2024,62,it Serie A,16,25.8,53.0,1,11,90,1.0,0,0,0,0,0,0,2,0,1.0,1.0,0.8,1.9,22,41,0.0,0.0,0.0,0.0,0.0,1.05,0.85,1.89,1.05,1.89,2024,Milan_2024,9,5,55.6,9.0,5.0,0.22,0.4,15.7,0,0.1,1.1,1.1,17,5,29.4,17.0,5.0,0.0,0.0,17.1,1,0.06,-1.0,-1.0,430,515,83.5,6699,2401,219,240,91.3,165,181,91.2,28,56,50.0,1.2,1.1,9,26,8,3,503,580,86.7,8855,2712,245,263,93.2,205,231,88.7,49,70,70.0,0.8,-0.8,14,43,10,5,470,43,1,0,11,13,6,3,2,0,2,11,550,28,1,3,16,13,3,2,0,0,2,7,18,18.0,16,1,1,0,0,4,4.0,4,0,0,0,0,0,32,32.0,27,1,2,1,0,0,0.0,0,0,0,0,0,0,13,8,8,3,2,7,70.0,3,7,9,22,10,1,21,8,10,9,2,11,47.8,12,10,4,25,11,0,607,73,20,12,48.0,11,44.0,425,3,11,10,426,35,682,58,25,3,23.1,7,53.8,330,5,9,6,500,41,90,100,83,6,5,15,8,3.0,2,0,2,2.0,0.9,1.0,-0.2,-0.15,90,100,83,6,5,15,6,0.0,0,2,-2,-2.0,1.0,0.9,0.2,0.15,0,4,0,0,0,54,5,31.3,0,10,0,0,0,60,11,68.8
63,Monaco,fr Ligue 1,18,25.3,50.5,2,22,180,2.0,7,5,12,7,0,0,6,0,3.3,3.3,2.5,5.8,24,95,3.5,2.5,6.0,3.5,6.0,1.67,1.23,2.89,1.67,2.89,2024,63,fr Ligue 1,18,27.0,49.5,2,22,180,2.0,2,2,4,2,0,0,1,0,2.3,2.3,2.1,4.3,28,87,1.0,1.0,2.0,1.0,2.0,1.13,1.04,2.17,1.13,2.17,2024,Monaco_2024,23,12,52.2,11.5,6.0,0.3,0.58,16.0,0,0.15,3.7,3.7,19,8,42.1,9.5,4.0,0.11,0.25,18.5,2,0.12,-0.3,-0.3,876,1086,80.7,15689,5849,374,437,85.6,389,453,85.9,87,141,61.7,3.7,2.5,16,76,17,3,855,1051,81.4,15406,5526,332,371,89.5,413,473,87.3,81,152,53.3,1.6,-0.1,14,77,7,2,1006,76,6,6,17,27,6,1,3,0,4,16,951,95,5,4,34,30,9,2,5,0,5,16,40,20.0,33,1,2,1,1,10,5.0,9,0,0,1,0,0,34,17.0,24,4,2,4,0,4,2.0,3,1,0,0,0,0,46,30,14,24,8,22,48.9,23,15,28,74,26,1,28,13,11,14,3,12,38.7,19,15,28,56,29,1,1291,114,33,19,55.9,12,35.3,975,7,29,16,864,94,1266,124,25,23,46.0,22,44.0,944,9,30,24,850,86,90,100,85,12,10,11,8,3.0,7,2,5,2.5,3.3,2.3,1.1,0.54,90,100,85,12,10,11,8,0.0,2,7,-5,-2.5,2.3,3.3,-1.1,-0.54,0,35,0,0,0,133,19,45.2,0,23,0,0,0,123,23,54.8
64,Montpellier,fr Ligue 1,18,28.0,47.5,2,22,180,2.0,6,4,10,6,0,0,2,0,4.5,4.5,3.4,7.9,41,69,3.0,2.0,5.0,3.0,5.0,2.27,1.68,3.95,2.27,3.95,2024,64,fr Ligue 1,18,25.3,52.5,2,22,180,2.0,3,3,6,3,0,0,6,1,1.4,1.4,1.2,2.6,51,101,1.5,1.5,3.0,1.5,3.0,0.69,0.6,1.28,0.69,1.28,2024,Montpellier_2024,28,13,46.4,14.0,6.5,0.21,0.46,17.8,2,0.16,1.5,1.5,19,7,36.8,9.5,3.5,0.16,0.43,20.5,1,0.08,1.6,1.6,680,865,78.6,13152,5328,259,294,88.1,306,350,87.4,95,173,54.9,1.8,0.6,18,58,9,2,757,959,78.9,12698,4768,364,422,86.3,307,373,82.3,56,111,50.5,1.3,1.8,16,64,14,0,761,95,2,2,27,32,6,2,3,0,9,18,868,89,2,8,27,33,8,4,3,0,2,25,49,24.5,32,4,5,6,0,8,4.0,5,0,3,0,0,0,34,17.0,23,2,3,2,3,5,2.5,3,0,1,1,0,0,35,24,22,9,4,24,49.0,25,21,16,51,35,0,32,20,14,14,4,14,43.8,18,17,14,46,27,1,1080,134,32,18,48.6,14,37.8,767,12,41,18,667,67,1160,97,44,25,48.1,24,46.2,849,12,34,11,746,100,90,100,85,13,9,12,9,2.0,6,3,3,1.5,4.5,1.4,3.2,1.58,90,100,85,13,9,12,10,0.5,3,6,-3,-1.5,1.4,4.5,-3.2,-1.58,0,17,0,0,0,117,23,48.9,0,32,0,0,0,117,24,51.1
65,Monza,it Serie A,16,28.5,53.0,1,11,90,1.0,0,0,0,0,0,0,1,0,0.8,0.8,0.5,1.2,23,43,0.0,0.0,0.0,0.0,0.0,0.78,0.46,1.24,0.78,1.24,2024,65,it Serie A,16,29.4,47.0,1,11,90,1.0,2,2,4,2,0,0,1,0,2.7,2.7,2.4,5.1,23,46,2.0,2.0,4.0,2.0,4.0,2.67,2.42,5.09,2.67,5.09,2024,Monza_2024,12,2,16.7,12.0,2.0,0.0,0.0,17.8,0,0.06,-0.8,-0.8,22,3,13.6,22.0,3.0,0.09,0.67,17.2,1,0.12,-0.7,-0.7,508,567,89.6,9415,2922,200,214,93.5,240,260,92.3,59,72,81.9,0.7,-0.5,9,32,14,3,448,509,88.0,7722,2716,226,245,92.2,144,159,90.6,58,78,74.4,1.9,-0.4,19,41,9,3,519,47,0,3,14,15,3,0,3,0,1,9,470,38,5,14,21,9,8,1,5,0,1,6,20,20.0,19,0,1,0,0,0,0.0,0,0,0,0,0,0,40,40.0,30,5,0,2,1,4,4.0,4,0,0,0,0,0,13,10,10,2,1,8,57.1,6,4,13,26,12,0,17,13,12,4,1,10,62.5,6,7,9,26,14,0,655,83,24,6,37.5,10,62.5,395,5,10,7,504,43,604,58,35,6,35.3,8,47.1,377,7,5,5,441,45,90,100,80,6,5,21,8,0.0,0,2,-2,-2.0,0.8,2.7,-1.9,-1.89,90,100,80,6,5,21,7,3.0,2,0,2,2.0,2.7,0.8,1.9,1.89,0,13,0,0,0,27,6,40.0,0,8,0,0,0,40,9,60.0
66,Nantes,fr Ligue 1,19,26.9,40.0,2,22,180,2.0,1,0,1,0,1,1,4,0,2.1,1.3,1.0,2.3,36,61,0.5,0.0,0.5,0.0,0.0,1.06,0.48,1.54,0.66,1.15,2024,66,fr Ligue 1,19,24.9,60.0,2,22,180,2.0,4,3,7,4,0,0,2,1,3.4,3.4,2.6,6.0,29,100,2.0,1.5,3.5,2.0,3.5,1.68,1.32,3.0,1.68,3.0,2024,Nantes_2024,22,7,31.8,11.0,3.5,0.0,0.0,20.3,3,0.06,-1.1,-1.3,27,12,44.4,13.5,6.0,0.15,0.33,14.5,2,0.14,0.6,0.6,646,811,79.7,11218,4597,278,307,90.6,277,317,87.4,56,123,45.5,1.3,-1.0,15,47,10,2,1021,1207,84.6,16712,5197,501,556,90.1,427,484,88.2,69,120,57.5,3.1,0.4,21,97,20,1,719,85,1,2,35,30,12,7,3,0,7,15,1105,100,2,6,32,42,12,5,4,0,2,16,43,21.5,25,5,4,5,0,2,1.0,0,1,0,0,1,0,46,23.0,32,4,4,2,1,7,3.5,5,1,0,1,0,0,25,17,16,9,0,8,34.8,15,15,18,43,37,0,23,16,11,10,2,12,44.4,15,11,9,32,31,0,1021,141,37,15,51.7,12,41.4,706,9,35,11,642,60,1393,95,45,15,53.6,8,28.6,1076,6,30,17,1016,100,90,100,81,13,9,22,9,0.0,1,4,-3,-1.5,2.1,3.4,-1.2,-0.62,90,100,81,13,9,22,8,3.0,4,1,3,1.5,3.4,2.1,1.2,0.62,0,29,1,0,0,90,16,37.2,0,22,0,1,0,101,27,62.8
67,Napoli,it Serie A,16,27.9,52.0,1,11,90,1.0,3,2,5,3,0,0,3,0,1.5,1.5,1.2,2.7,21,46,3.0,2.0,5.0,3.0,5.0,1.49,1.22,2.7,1.49,2.7,2024,67,it Serie A,16,25.3,48.0,1,11,90,1.0,1,0,1,0,1,1,3,0,0.9,0.1,0.1,0.2,12,30,1.0,0.0,1.0,0.0,0.0,0.89,0.07,0.97,0.1,0.18,2024,Napoli_2024,19,8,42.1,19.0,8.0,0.16,0.38,18.4,0,0.08,1.5,1.5,3,0,0.0,3.0,0.0,0.0,,25.4,1,0.03,0.1,-0.1,436,506,86.2,7511,2556,205,213,96.2,180,201,89.6,40,64,62.5,0.9,0.8,16,34,9,0,413,476,86.8,6059,2393,242,252,96.0,126,141,89.4,28,52,53.8,0.2,-0.1,2,17,5,1,465,38,2,2,18,11,6,2,3,0,3,13,425,48,0,1,7,15,4,1,2,0,3,8,36,36.0,29,2,1,0,2,5,5.0,4,0,0,1,0,0,8,8.0,5,1,0,2,0,2,2.0,0,1,0,0,1,0,20,11,10,6,4,12,70.6,5,5,3,23,9,0,6,6,3,3,0,3,37.5,5,12,2,8,19,0,591,29,31,5,55.6,3,33.3,352,7,14,3,429,45,575,99,13,5,25.0,12,60.0,293,3,18,8,410,30,90,100,82,6,5,17,8,3.0,3,1,2,2.0,1.5,0.9,0.6,0.59,90,100,82,6,5,17,8,0.0,1,3,-2,-2.0,0.9,1.5,-0.6,-0.59,0,17,0,1,0,54,9,69.2,0,14,1,0,0,34,4,30.8
68,Newcastle Utd,eng Premier League,17,27.7,46.5,2,22,180,2.0,5,4,9,5,0,0,9,0,3.6,3.6,3.5,7.1,34,59,2.5,2.0,4.5,2.5,4.5,1.82,1.75,3.56,1.82,3.56,2024,68,eng Premier League,17,26.9,53.5,2,22,180,2.0,2,2,4,2,0,0,5,0,2.8,2.8,1.9,4.7,46,80,1.0,1.0,2.0,1.0,2.0,1.38,0.95,2.34,1.38,2.34,2024,Newcastle Utd_2024,24,13,54.2,12.0,6.5,0.21,0.38,15.3,0,0.15,1.4,1.4,30,10,33.3,15.0,5.0,0.07,0.2,16.1,1,0.1,-0.8,-0.8,884,1041,84.9,15077,5147,430,466,92.3,365,409,89.2,78,128,60.9,2.4,0.5,21,57,15,3,1044,1205,86.6,16679,5309,542,587,92.3,405,459,88.2,63,98,64.3,1.6,0.1,26,65,12,0,951,84,5,8,16,27,6,2,2,0,6,11,1110,94,11,5,23,42,8,3,2,0,1,16,45,22.5,35,3,4,1,0,10,5.0,8,0,2,0,0,0,57,28.5,42,6,2,2,1,4,2.0,4,0,0,0,0,0,26,13,12,12,2,8,24.2,25,13,14,40,26,0,24,17,10,11,3,9,42.9,12,11,10,34,24,2,1228,136,50,12,44.4,9,33.3,870,13,28,15,880,59,1376,130,41,25,64.1,8,20.5,769,12,25,18,1034,80,90,100,82,12,10,18,8,1.5,5,2,3,1.5,3.6,2.8,0.9,0.44,90,100,82,12,10,18,13,1.5,2,5,-3,-1.5,2.8,3.6,-0.9,-0.44,0,23,0,0,0,97,11,55.0,0,30,0,0,0,98,9,45.0
69,Nice,fr Ligue 1,18,26.4,49.5,2,22,180,2.0,2,1,3,2,0,0,4,0,2.9,2.9,2.5,5.4,43,70,1.0,0.5,1.5,1.0,1.5,1.46,1.23,2.69,1.46,2.69,2024,69,fr Ligue 1,18,25.6,50.5,2,22,180,2.0,2,2,4,2,0,0,3,0,2.2,2.2,1.7,3.9,40,58,1.0,1.0,2.0,1.0,2.0,1.09,0.85,1.94,1.09,1.94,2024,Nice_2024,29,11,37.9,14.5,5.5,0.07,0.18,17.8,2,0.1,-0.9,-0.9,21,7,33.3,10.5,3.5,0.1,0.29,18.1,0,0.1,-0.2,-0.2,988,1128,87.6,16498,5366,467,503,92.8,418,462,90.5,73,110,66.4,2.1,-1.5,22,62,13,5,960,1113,86.3,15822,4807,451,485,93.0,399,443,90.1,69,123,56.1,1.6,0.3,16,69,9,3,1060,62,1,2,32,22,12,5,5,0,6,11,1028,81,7,4,27,31,3,2,1,0,4,15,52,26.0,38,4,6,2,1,4,2.0,4,0,0,0,0,0,31,15.5,20,2,5,1,2,2,1.0,1,1,0,0,0,0,31,24,10,15,6,19,45.2,23,13,16,47,21,1,47,28,21,20,6,28,46.7,32,8,15,62,31,0,1333,134,45,32,50.8,28,44.4,1069,15,29,19,975,69,1319,129,31,23,54.8,19,45.2,1019,10,23,12,943,57,90,100,81,13,9,21,9,1.0,2,2,0,0.0,2.9,2.2,0.7,0.37,90,100,81,13,9,21,9,1.0,2,2,0,0.0,2.2,2.9,-0.7,-0.37,0,23,0,0,0,111,19,54.3,0,17,0,0,0,101,16,45.7
70,Nott'ham Forest,eng Premier League,17,26.3,36.0,2,22,180,2.0,3,3,6,3,0,0,4,0,2.6,2.6,2.2,4.7,27,54,1.5,1.5,3.0,1.5,3.0,1.28,1.08,2.36,1.28,2.36,2024,70,eng Premier League,17,25.9,64.0,2,22,180,2.0,3,2,5,3,0,0,5,0,1.3,1.3,0.7,2.0,45,82,1.5,1.0,2.5,1.5,2.5,0.66,0.35,1.01,0.66,1.01,2024,Nott'ham Forest_2024,22,6,27.3,11.0,3.0,0.14,0.5,16.0,0,0.12,0.4,0.4,22,10,45.5,11.0,5.0,0.14,0.3,19.0,0,0.06,1.7,1.7,525,722,72.7,10223,4549,213,265,80.4,234,291,80.4,72,132,54.5,2.0,0.8,18,44,13,2,1072,1294,82.8,17603,5462,534,593,90.1,446,505,88.3,74,144,51.4,1.4,1.3,15,88,17,2,631,87,1,5,27,39,9,4,5,0,4,14,1191,99,6,3,34,41,15,12,2,1,4,17,38,19.0,26,5,2,2,0,6,3.0,6,0,0,0,0,0,40,20.0,34,1,2,0,2,5,2.5,3,0,1,1,0,0,37,21,27,6,4,23,69.7,10,14,22,59,43,1,41,30,16,18,7,24,63.2,14,12,24,65,25,0,960,128,37,14,32.6,24,55.8,462,4,27,17,520,53,1515,109,50,10,27.0,23,62.2,1002,11,25,14,1067,82,90,100,85,12,10,11,8,1.5,3,3,0,0.0,2.6,1.3,1.2,0.62,90,100,85,12,10,11,11,1.5,3,3,0,0.0,1.3,2.6,-1.2,-0.62,0,17,0,0,0,88,50,61.0,0,21,0,0,0,102,32,39.0
